age,workclass,education,educationno,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native,criminal
60,5,15,10,2,10,0,4,1,0,0,40.0,37,0
53,5,12,14,2,3,0,4,1,0,0,42.0,37,1
37,5,11,9,2,0,0,4,1,0,0,40.0,37,0
31,2,11,9,2,7,0,4,1,0,0,40.0,37,0
29,2,8,11,1,4,0,4,1,0,0,44.0,37,1
39,2,11,9,2,13,0,2,1,0,0,40.0,4,0
31,1,9,13,2,9,0,4,1,0,0,40.0,37,1
42,2,9,13,2,3,0,4,1,15024,0,45.0,37,1
17,2,1,7,4,5,3,4,0,0,0,16.0,37,0
19,2,11,9,4,7,3,4,0,0,0,20.0,37,0
24,2,9,13,4,7,1,1,1,0,0,32.0,37,0
62,2,11,9,2,4,0,4,1,6418,0,40.0,37,1
34,2,3,2,4,7,2,4,0,0,0,40.0,12,0
47,3,12,14,2,3,0,4,1,15024,0,55.0,37,1
58,2,9,13,4,9,1,4,0,0,0,62.0,1,0
23,2,8,11,4,9,1,4,0,0,0,36.0,37,0
33,2,11,9,4,7,4,2,0,0,0,40.0,37,0
76,2,11,9,6,0,1,4,1,0,0,6.0,37,0
40,2,11,9,0,3,4,4,0,0,0,50.0,37,0
28,2,5,4,0,7,4,4,0,0,0,50.0,37,0
41,2,15,10,2,12,5,4,0,0,0,40.0,37,0
46,1,11,9,2,10,0,4,1,7688,0,96.0,37,1
22,0,15,10,4,0,1,4,0,0,0,40.0,37,0
29,2,8,11,2,5,0,4,1,0,0,40.0,37,0
26,2,11,9,4,7,4,4,1,0,0,40.0,37,0
31,2,9,13,4,0,1,4,1,8614,0,40.0,37,1
22,2,11,9,4,7,1,4,0,0,0,25.0,37,0
41,2,15,10,4,13,1,2,1,0,0,43.0,37,0
29,2,11,9,4,13,2,3,1,0,0,40.0,5,0
60,2,8,11,2,12,0,4,1,7298,0,40.0,37,1
72,0,11,9,2,0,0,4,1,0,0,40.0,37,1
41,3,15,10,2,4,0,4,1,0,0,65.0,37,0
19,2,15,10,4,7,3,4,0,0,0,25.0,37,0
25,2,9,13,4,7,3,4,1,0,0,40.0,37,0
24,2,9,13,4,3,1,4,1,0,0,45.0,37,0
59,2,6,5,2,7,0,4,1,0,0,30.0,37,0
17,2,1,7,4,2,3,4,1,0,0,30.0,37,0
25,2,15,10,2,11,0,4,1,2885,0,43.0,37,0
29,2,11,9,5,7,1,4,0,0,0,40.0,37,0
43,2,11,9,2,2,0,4,1,0,0,55.0,37,0
29,1,15,10,4,7,3,4,0,0,0,10.0,37,0
29,5,15,10,0,0,4,2,1,0,0,40.0,37,0
32,1,15,10,2,10,0,4,1,0,0,40.0,37,1
50,4,11,9,2,3,0,4,1,0,0,45.0,37,1
43,2,15,10,2,3,0,4,1,0,0,50.0,37,0
41,2,11,9,4,6,4,4,0,0,0,40.0,37,0
32,2,9,13,2,3,5,4,0,0,0,40.0,37,1
54,5,12,14,4,9,1,4,0,0,0,45.0,37,1
65,2,11,9,2,3,0,4,1,0,0,40.0,37,1
70,3,15,10,2,3,0,4,1,0,0,40.0,37,1
53,2,12,14,2,3,0,4,1,0,0,55.0,37,1
37,2,9,13,2,3,0,4,1,0,1977,60.0,37,1
21,2,15,10,4,13,3,4,1,0,0,30.0,37,0
20,2,11,9,4,6,3,4,1,0,0,40.0,37,0
47,5,11,9,0,0,4,4,1,0,0,38.0,37,0
26,2,11,9,2,3,0,4,1,3942,0,45.0,37,0
31,2,14,15,4,9,1,4,1,0,0,50.0,37,0
45,4,15,10,2,13,0,4,1,0,0,40.0,37,0
35,2,11,9,5,0,4,4,0,0,0,40.0,37,0
55,2,9,13,2,3,0,4,1,0,0,45.0,37,1
49,2,12,14,2,9,0,4,1,0,0,50.0,37,1
33,3,11,9,4,7,4,1,1,0,0,40.0,38,0
19,2,15,10,4,7,3,4,1,0,0,15.0,37,0
48,3,9,13,2,3,0,4,1,0,0,60.0,37,1
41,2,15,10,0,2,1,4,1,0,0,40.0,37,1
29,2,9,13,2,12,0,4,1,0,0,35.0,37,1
47,1,12,14,2,9,0,4,1,0,0,48.0,37,1
53,1,12,14,2,3,0,2,1,0,0,40.0,37,1
19,2,15,10,4,0,3,4,0,0,0,10.0,37,0
71,2,11,9,0,7,1,4,0,0,0,16.0,37,0
29,2,15,10,4,11,4,4,0,0,0,25.0,37,0
43,1,15,10,2,7,0,4,1,0,0,40.0,37,0
23,2,9,13,4,3,1,4,0,0,0,30.0,37,0
52,2,15,10,0,0,1,4,0,0,0,40.0,37,0
56,2,9,13,2,11,0,4,1,0,0,40.0,37,1
28,2,0,6,4,2,1,4,1,0,0,40.0,37,0
44,4,9,13,2,9,0,4,1,0,0,80.0,37,0
37,0,9,13,4,9,1,4,0,0,0,40.0,37,0
30,2,8,11,2,3,0,4,1,0,0,50.0,37,1
31,1,11,9,2,2,0,4,1,0,0,40.0,37,0
20,2,15,10,4,11,3,4,0,0,0,25.0,37,0
64,2,11,9,2,11,0,4,1,0,0,65.0,37,1
45,2,11,9,2,7,0,4,1,0,0,40.0,37,0
40,2,15,10,4,3,1,4,1,0,0,50.0,37,1
19,2,11,9,4,5,3,4,1,0,0,52.0,37,0
54,2,9,13,0,3,4,4,1,0,0,45.0,37,1
61,3,10,16,2,3,0,1,1,0,0,40.0,34,1
18,2,1,7,4,7,3,4,0,0,0,20.0,37,0
33,2,8,11,4,2,1,4,1,0,0,40.0,37,0
51,2,11,9,5,7,1,2,0,0,0,37.0,37,0
54,2,11,9,2,2,0,4,1,0,0,40.0,37,0
24,2,15,10,2,10,2,4,1,0,0,24.0,37,0
54,2,15,10,0,3,4,4,0,0,0,40.0,10,0
42,2,9,13,2,3,0,4,1,0,0,45.0,37,1
51,0,12,14,6,11,4,4,1,0,0,50.0,7,1
41,2,15,10,2,0,5,2,0,0,0,40.0,37,1
47,1,7,12,5,3,1,4,1,0,1408,40.0,37,0
31,5,15,10,0,0,4,4,0,0,0,40.0,37,0
21,2,8,11,4,2,3,2,1,0,0,40.0,37,0
52,2,15,10,0,3,4,4,0,0,0,40.0,37,0
20,2,15,10,4,9,3,4,0,0,0,15.0,37,0
18,2,11,9,4,11,3,4,0,0,0,25.0,37,0
58,2,11,9,2,8,2,1,0,0,0,60.0,28,0
23,2,11,9,4,0,4,4,0,0,0,40.0,37,0
21,2,15,10,4,11,1,4,0,0,0,20.0,37,0
43,5,8,11,2,10,0,4,1,0,0,40.0,37,0
53,2,11,9,0,6,3,4,1,0,0,40.0,37,0
18,2,11,9,2,3,5,4,0,0,0,40.0,37,0
44,2,9,13,2,3,0,4,1,0,0,40.0,37,1
31,2,9,13,4,9,1,4,1,0,0,50.0,37,0
48,2,3,2,2,7,0,4,1,0,0,40.0,37,0
55,3,12,14,0,9,1,4,0,0,0,35.0,37,0
24,2,15,10,4,0,3,2,0,0,0,20.0,37,0
41,5,12,14,2,9,0,4,1,0,0,40.0,37,1
35,2,11,9,2,2,0,4,1,0,0,40.0,37,1
47,1,8,11,0,0,1,4,0,0,0,40.0,37,0
54,2,15,10,2,11,0,4,1,0,0,32.0,37,0
40,2,9,13,5,11,1,4,1,0,0,40.0,37,0
56,4,15,10,0,11,4,4,0,0,0,48.0,37,0
23,2,8,11,4,12,1,4,1,0,0,40.0,37,0
34,4,11,9,2,2,0,4,1,0,0,60.0,37,0
27,1,11,9,4,2,4,2,1,0,0,40.0,37,0
32,2,9,13,4,9,1,4,1,0,0,40.0,37,1
72,4,15,10,2,4,0,4,1,0,0,74.0,37,0
43,1,2,8,2,13,0,4,1,0,1579,40.0,37,0
32,2,7,12,0,9,4,2,0,0,0,35.0,37,0
53,2,15,10,5,0,3,4,1,0,0,40.0,4,0
18,2,2,8,4,7,3,4,1,0,0,10.0,37,0
38,2,0,6,6,13,4,2,1,114,0,40.0,37,0
41,0,8,11,0,0,3,2,0,0,0,40.0,37,0
29,2,11,9,4,2,3,4,1,0,0,45.0,37,0
47,2,15,10,2,0,5,4,0,0,0,40.0,37,0
56,1,15,10,2,0,5,4,0,0,0,15.0,37,0
28,2,11,9,2,2,0,2,1,2829,0,40.0,37,0
55,5,14,15,2,9,0,4,1,15024,0,40.0,37,1
50,5,9,13,3,9,1,4,1,6849,0,40.0,37,0
47,2,1,7,0,0,4,4,0,0,0,40.0,37,0
42,3,11,9,2,3,0,4,1,0,0,40.0,37,0
22,2,15,10,4,6,3,4,1,0,0,25.0,37,0
42,2,4,3,2,7,0,4,1,0,0,44.0,24,0
42,0,15,10,0,3,4,1,0,0,0,40.0,37,0
46,2,11,9,0,3,1,4,0,0,0,40.0,37,0
45,2,15,10,2,11,0,2,1,15024,0,99.0,37,1
55,2,11,9,2,3,0,1,1,0,0,55.0,37,0
57,2,9,13,2,10,0,4,1,0,0,40.0,37,1
25,2,2,8,4,2,3,4,1,0,0,40.0,37,0
43,2,11,9,2,13,0,4,1,0,0,30.0,5,0
34,3,9,13,0,4,1,4,1,0,0,60.0,37,0
27,1,9,13,0,9,2,4,0,0,0,40.0,37,0
25,2,11,9,4,6,3,4,0,2176,0,40.0,37,0
37,2,15,10,4,3,1,4,0,0,0,40.0,37,0
48,2,15,10,0,11,4,4,1,0,0,45.0,37,0
38,2,11,9,2,7,0,4,1,0,0,45.0,37,0
17,2,0,6,4,2,1,4,1,594,0,30.0,37,0
70,2,8,11,2,6,0,4,1,9386,0,50.0,37,1
37,2,11,9,0,0,4,4,0,0,0,37.0,37,0
45,2,11,9,2,2,0,4,1,0,0,46.0,37,0
56,2,11,9,2,11,0,4,1,0,0,55.0,37,1
64,2,11,9,2,6,0,4,1,0,0,40.0,37,0
35,1,15,10,0,0,3,4,0,0,0,38.0,37,0
23,2,11,9,4,11,3,4,1,0,0,40.0,37,0
42,1,11,9,2,10,0,4,1,0,0,90.0,37,0
23,2,15,10,4,5,3,4,1,0,0,30.0,37,0
56,1,11,9,2,13,0,4,1,0,0,40.0,37,1
41,2,9,13,2,9,0,4,1,0,1887,40.0,37,1
47,4,4,3,2,11,0,4,1,0,2179,50.0,24,0
21,2,15,10,4,5,3,4,1,0,0,40.0,37,0
29,2,11,9,4,2,3,2,1,0,0,40.0,37,0
32,5,15,10,3,4,3,4,1,0,0,50.0,37,0
72,2,6,5,6,7,4,2,0,0,0,20.0,37,0
69,4,14,15,2,9,0,4,1,99999,0,40.0,37,1
19,2,15,10,4,0,2,4,1,0,0,25.0,37,0
25,1,9,13,4,2,3,4,1,0,0,25.0,37,0
56,2,15,10,2,11,0,4,1,0,1848,50.0,37,1
42,2,12,14,4,9,1,4,0,8614,0,50.0,37,1
58,2,9,13,0,3,4,4,0,0,0,35.0,37,0
24,2,9,13,4,12,3,4,1,0,0,40.0,37,0
41,2,8,11,2,12,5,4,0,0,0,38.0,37,1
40,2,0,6,2,3,0,4,1,0,0,40.0,37,1
25,2,7,12,0,0,4,4,0,0,0,40.0,37,0
43,3,9,13,2,11,3,1,0,0,0,40.0,28,1
36,2,11,9,4,2,3,4,1,0,0,40.0,37,0
41,2,11,9,2,6,0,4,1,0,0,40.0,37,0
31,2,9,13,4,9,1,4,0,0,0,40.0,37,0
22,2,11,9,4,3,3,4,0,0,0,40.0,37,0
36,2,8,11,2,2,0,4,1,0,0,40.0,37,0
42,2,0,6,2,6,0,4,1,0,0,40.0,37,0
29,2,11,9,2,2,0,4,1,0,0,60.0,37,0
25,2,11,9,4,0,4,4,0,0,0,46.0,37,0
23,2,9,13,4,3,1,4,1,0,0,40.0,37,0
34,2,11,9,5,11,4,2,0,0,0,20.0,37,0
27,2,11,9,2,0,0,4,1,2580,0,45.0,37,0
32,2,9,13,2,11,0,2,1,15024,0,50.0,37,1
33,2,15,10,3,9,1,4,1,0,0,40.0,37,0
38,2,9,13,0,3,1,4,0,0,0,55.0,37,0
39,2,8,11,2,2,0,4,1,0,0,40.0,37,0
50,2,9,13,2,3,0,4,1,0,0,40.0,37,1
32,2,15,10,4,0,1,4,1,0,0,30.0,37,0
40,0,11,9,2,3,0,4,1,0,0,40.0,37,1
58,0,15,10,2,3,0,4,1,15024,0,40.0,37,1
20,2,11,9,4,0,3,4,0,0,0,20.0,37,0
56,2,9,13,2,0,0,4,1,0,0,50.0,37,0
30,1,9,13,2,10,0,4,1,0,0,40.0,37,0
39,2,15,10,0,3,4,4,0,0,0,39.0,37,0
25,2,7,12,4,9,1,4,1,0,0,50.0,37,1
33,2,11,9,2,6,0,4,1,0,0,40.0,37,1
41,5,9,13,4,9,1,4,1,0,0,40.0,37,0
50,2,15,10,0,2,1,4,1,0,0,40.0,37,0
44,2,15,10,2,13,0,4,1,0,0,40.0,37,0
27,2,9,13,4,3,1,4,1,0,0,40.0,37,0
27,2,9,13,4,9,1,1,1,13550,0,40.0,37,1
58,2,4,3,2,6,0,4,1,0,0,40.0,20,0
25,2,15,10,4,12,3,4,1,0,0,15.0,24,0
31,2,11,9,2,6,5,0,0,0,0,40.0,37,0
39,2,11,9,2,3,0,4,1,0,0,50.0,37,1
55,2,8,11,2,2,0,4,1,0,0,40.0,37,1
22,2,8,11,2,7,3,4,0,0,0,12.0,37,0
44,2,7,12,5,3,1,4,1,0,0,40.0,37,0
44,2,2,8,0,13,1,4,0,0,0,40.0,37,0
61,2,5,4,2,4,0,4,1,0,0,54.0,37,0
32,2,8,11,2,6,0,4,1,0,0,40.0,37,0
35,2,9,13,2,3,0,4,1,0,0,45.0,37,1
28,2,15,10,2,2,0,4,1,0,0,40.0,37,0
57,2,9,13,2,3,0,1,1,0,0,40.0,28,1
32,2,10,16,2,9,0,4,1,0,0,65.0,37,1
46,5,5,4,4,7,1,2,0,0,0,40.0,37,0
26,4,11,9,2,7,5,4,0,0,1579,20.0,37,0
43,3,11,9,2,2,0,4,1,0,0,40.0,37,0
62,1,11,9,0,7,1,4,0,0,0,35.0,37,0
60,5,12,14,2,9,0,1,1,0,0,38.0,2,1
67,2,11,9,0,11,1,4,0,0,0,20.0,37,0
19,2,11,9,4,11,4,2,0,0,0,30.0,37,0
48,2,0,6,2,2,0,4,1,0,0,65.0,37,1
19,5,11,9,4,0,1,4,0,0,0,20.0,37,0
19,2,15,10,4,7,1,4,0,0,0,30.0,37,0
43,2,11,9,0,3,4,4,0,0,0,40.0,37,0
31,2,10,16,2,9,5,4,0,0,0,90.0,37,0
65,2,15,10,2,3,5,4,0,0,0,45.0,37,0
32,2,11,9,4,6,1,4,0,0,0,40.0,37,0
36,5,12,14,2,9,0,4,1,0,0,40.0,37,1
41,2,11,9,2,6,0,4,1,0,0,40.0,24,0
33,1,15,10,2,10,0,4,1,3908,0,40.0,37,0
34,2,9,13,2,11,0,4,1,0,1977,50.0,37,1
27,2,15,10,4,2,1,4,1,0,0,45.0,37,0
75,3,1,7,4,3,1,4,1,0,0,50.0,37,0
51,2,11,9,2,2,0,4,1,0,1887,40.0,37,1
47,2,11,9,2,4,0,4,1,0,0,40.0,37,0
31,2,15,10,4,9,1,4,1,0,0,40.0,37,0
40,2,12,14,4,3,1,4,0,0,0,40.0,37,1
48,2,11,9,0,11,1,4,0,0,0,30.0,37,0
36,1,9,13,4,10,1,2,1,0,0,40.0,37,0
18,2,11,9,4,7,3,4,1,0,0,20.0,37,0
33,2,11,9,4,3,1,4,0,0,0,40.0,37,0
34,2,12,14,2,11,0,4,1,0,0,40.0,37,0
51,2,15,10,2,2,0,4,1,3103,0,48.0,37,1
39,5,7,12,0,9,1,4,0,0,0,40.0,37,0
20,2,11,9,4,7,3,4,1,0,0,35.0,37,0
67,1,15,10,0,0,1,2,0,0,0,20.0,37,0
42,2,8,11,4,0,1,4,0,0,0,60.0,37,0
59,2,1,7,2,6,0,4,1,0,0,40.0,37,0
31,1,11,9,4,10,1,2,1,0,0,40.0,37,0
19,2,15,10,4,7,4,2,0,2036,0,40.0,37,0
47,2,15,10,0,3,1,4,0,0,0,48.0,37,0
68,2,5,4,2,7,0,4,1,0,0,30.0,37,0
30,2,15,10,2,5,0,4,1,0,0,40.0,37,0
34,2,11,9,4,5,1,4,1,0,0,60.0,37,0
49,2,5,4,2,6,0,4,1,0,0,40.0,37,0
38,2,15,10,2,2,0,4,1,0,0,40.0,37,1
60,2,15,10,2,11,0,4,1,7298,0,40.0,37,1
24,2,9,13,4,0,1,4,1,0,0,40.0,37,0
18,2,15,10,4,5,3,2,0,0,1602,35.0,37,0
24,2,9,13,4,3,3,4,0,0,0,40.0,37,0
21,2,4,3,2,7,0,4,1,0,0,40.0,24,0
48,1,11,9,2,12,5,4,0,0,1848,40.0,37,1
52,1,6,5,2,7,5,4,0,0,0,40.0,37,0
48,2,11,9,0,5,1,4,1,0,0,40.0,37,0
40,0,9,13,2,9,0,4,1,7688,0,66.0,37,1
20,2,15,10,4,12,3,4,0,0,0,20.0,37,0
31,2,11,9,0,11,4,4,0,0,0,25.0,37,0
30,2,15,10,2,3,0,4,1,0,0,50.0,37,0
51,2,11,9,4,5,3,4,0,0,0,40.0,37,0
29,2,8,11,0,3,1,4,0,0,0,40.0,37,0
56,4,12,14,4,11,1,4,1,0,0,16.0,37,0
46,2,9,13,5,12,4,4,0,0,0,40.0,37,0
41,2,15,10,5,9,3,4,0,0,3900,40.0,37,0
29,2,4,3,4,7,2,4,0,0,0,40.0,7,0
48,4,11,9,2,3,0,1,1,0,0,30.0,33,0
34,3,11,9,0,11,1,4,0,0,0,50.0,37,0
42,4,8,11,2,3,0,4,1,0,0,50.0,37,0
25,2,11,9,4,7,4,4,0,0,0,30.0,3,0
47,2,1,7,0,7,4,2,0,0,0,40.0,37,0
23,2,11,9,2,11,3,4,1,0,0,40.0,37,0
43,1,8,11,2,13,0,4,1,0,0,22.0,37,0
19,1,15,10,4,7,3,2,0,0,0,35.0,37,0
22,2,11,9,4,5,3,4,1,0,0,40.0,37,0
40,1,9,13,0,9,4,4,0,0,0,70.0,37,0
41,4,8,11,2,2,0,4,1,0,0,40.0,39,0
71,3,9,13,2,3,0,4,1,0,2392,60.0,37,1
42,2,11,9,2,0,0,4,1,0,0,45.0,37,0
31,5,9,13,4,0,1,4,1,0,0,47.0,37,0
58,4,11,9,2,4,0,4,1,0,0,70.0,37,0
36,2,1,7,6,7,4,2,0,0,0,12.0,37,0
31,2,11,9,2,13,0,4,1,0,0,65.0,37,0
41,2,11,9,4,0,1,4,0,0,0,40.0,37,0
35,2,15,10,2,2,0,4,1,0,0,40.0,37,0
28,2,9,13,4,9,3,4,0,0,0,15.0,37,0
27,2,2,8,2,4,3,4,1,0,0,55.0,37,0
17,2,1,7,4,5,3,4,1,0,0,40.0,1,0
35,4,11,9,0,11,1,4,1,0,0,50.0,37,1
45,4,15,10,2,7,5,4,0,0,0,99.0,37,0
44,2,9,13,0,0,4,4,0,0,0,40.0,37,0
27,2,8,11,4,7,1,1,0,0,0,40.0,28,0
51,2,6,5,2,2,0,4,1,0,0,40.0,37,0
49,2,11,9,6,7,1,4,0,0,0,45.0,37,0
64,4,0,6,2,9,0,4,1,0,0,10.0,37,1
54,4,5,4,0,13,1,4,1,0,0,45.0,4,0
43,2,11,9,2,2,0,3,1,0,0,40.0,24,0
32,2,11,9,0,2,4,4,1,0,0,35.0,37,0
36,2,7,12,4,11,1,2,1,10520,0,43.0,37,1
26,4,11,9,4,11,2,1,1,0,0,50.0,37,1
37,2,9,13,2,3,0,4,1,0,0,50.0,37,1
38,2,7,12,0,0,4,4,0,0,0,40.0,37,0
26,2,2,8,2,2,0,4,1,0,0,40.0,37,0
50,2,9,13,2,2,0,4,1,0,1887,50.0,37,1
47,2,15,10,2,2,0,4,1,7298,0,40.0,37,1
42,2,11,9,0,6,1,4,0,0,0,40.0,37,0
66,1,11,9,6,13,1,2,0,0,0,40.0,37,0
43,2,11,9,5,0,1,2,0,0,0,32.0,37,0
37,2,9,13,2,9,0,4,1,0,0,45.0,37,1
37,2,0,6,0,3,4,4,0,0,0,35.0,37,0
25,2,15,10,4,12,3,4,0,0,0,40.0,37,0
29,2,9,13,2,2,0,4,1,0,0,50.0,37,1
50,4,7,12,2,6,0,4,1,3103,0,40.0,37,1
42,5,12,14,4,9,1,4,1,0,0,70.0,37,0
32,2,11,9,4,2,3,4,1,0,0,40.0,37,0
42,5,15,10,2,10,0,4,1,0,0,40.0,37,1
41,4,11,9,2,3,0,4,1,0,0,50.0,37,0
25,2,9,13,4,11,1,4,1,3325,0,40.0,37,0
65,3,11,9,2,11,0,4,1,0,0,50.0,37,0
32,2,15,10,2,6,0,4,1,0,0,50.0,37,0
32,2,11,9,4,2,4,4,1,0,0,10.0,37,0
24,2,15,10,2,2,0,4,1,0,0,60.0,37,0
51,0,11,9,0,3,1,4,0,0,0,40.0,37,0
28,2,1,7,3,7,4,4,0,0,0,35.0,37,0
32,3,15,10,2,3,0,4,1,0,0,55.0,37,1
77,2,14,15,2,3,0,4,1,0,0,40.0,37,0
47,2,11,9,0,0,4,4,0,0,0,20.0,37,0
26,2,11,9,4,5,1,4,1,0,0,40.0,37,0
20,2,15,10,4,5,3,4,1,0,0,20.0,37,0
57,5,15,10,2,9,0,2,1,0,0,35.0,37,1
40,2,10,16,2,9,0,4,1,0,0,45.0,37,0
50,2,12,14,2,11,0,4,1,0,0,40.0,37,1
19,2,5,4,2,5,3,4,1,0,0,45.0,24,0
54,0,2,8,2,0,0,4,1,0,0,40.0,37,0
51,1,15,10,2,10,0,4,1,0,0,40.0,37,1
51,1,9,13,2,0,0,4,1,0,0,50.0,37,1
38,5,15,10,2,10,0,4,1,7688,0,40.0,37,1
17,2,2,8,4,11,3,4,0,0,0,20.0,37,0
32,2,9,13,4,3,1,4,1,0,0,40.0,37,0
29,2,15,10,2,2,0,4,1,0,0,45.0,37,0
42,2,15,10,0,11,4,4,1,0,0,40.0,37,0
40,2,11,9,0,3,4,4,0,0,0,40.0,37,0
27,2,15,10,2,2,0,4,1,0,0,40.0,37,0
22,5,9,13,4,9,3,4,0,0,0,20.0,37,0
58,2,1,7,6,7,1,4,0,0,0,40.0,37,0
61,2,9,13,2,11,0,4,1,0,0,45.0,37,1
42,2,9,13,2,2,5,2,0,0,0,35.0,37,1
49,2,12,14,3,10,1,1,1,0,0,40.0,17,0
43,2,11,9,0,6,1,2,0,0,0,40.0,37,0
46,2,9,13,0,11,4,4,1,0,0,40.0,37,1
28,2,11,9,2,13,0,4,1,0,0,45.0,37,1
39,4,15,10,2,11,0,4,1,7688,0,50.0,37,1
50,1,15,10,2,2,0,4,1,7688,0,40.0,37,1
57,2,15,10,3,0,1,4,1,0,0,40.0,37,0
47,2,11,9,2,7,5,4,0,0,0,38.0,37,0
79,4,11,9,2,4,0,4,1,0,0,40.0,37,0
40,2,11,9,2,8,5,4,0,0,0,45.0,37,0
35,0,9,13,2,9,0,1,1,0,0,40.0,38,0
35,1,9,13,2,3,0,4,1,0,1740,80.0,37,0
30,2,9,13,2,7,0,4,1,0,0,60.0,37,1
26,2,0,6,4,4,1,2,1,0,0,40.0,37,0
49,2,11,9,4,13,4,2,0,1506,0,40.0,37,0
48,2,11,9,2,2,0,4,1,0,0,40.0,37,0
22,2,15,10,4,7,1,4,1,0,0,45.0,37,0
22,2,1,7,4,7,3,4,0,0,0,40.0,37,0
50,2,0,6,5,0,1,2,0,0,0,47.0,21,0
47,4,11,9,2,4,0,4,1,0,0,60.0,37,0
36,2,11,9,2,13,0,4,1,0,0,50.0,37,0
44,2,7,12,2,2,0,4,1,0,0,40.0,37,1
73,2,6,5,6,7,4,4,0,0,0,9.0,37,0
34,2,9,13,2,9,0,4,1,0,0,40.0,37,1
37,2,15,10,2,2,0,1,1,0,0,40.0,15,0
46,2,15,10,2,0,5,4,0,0,0,40.0,37,1
29,2,4,3,2,4,0,4,1,0,0,40.0,24,0
24,2,8,11,2,2,0,4,1,0,0,40.0,37,0
29,5,15,10,4,9,1,4,1,0,0,35.0,37,0
18,2,2,8,4,0,3,4,0,0,0,20.0,37,0
41,2,9,13,0,3,4,2,0,0,0,90.0,37,1
59,2,11,9,2,2,0,4,1,0,0,40.0,37,1
27,2,4,3,4,4,4,4,1,0,0,50.0,37,0
50,2,7,12,2,2,0,4,1,0,0,45.0,37,0
25,2,3,2,4,6,1,4,1,0,0,24.0,24,0
42,2,9,13,0,3,4,4,0,0,0,45.0,37,0
36,2,15,10,2,2,0,4,1,0,0,40.0,22,0
62,2,15,10,2,0,0,4,1,0,0,60.0,37,1
71,2,8,11,4,0,1,4,0,0,0,40.0,37,0
38,2,9,13,0,3,1,4,1,0,0,55.0,37,1
44,2,11,9,3,0,4,2,0,0,0,40.0,37,0
49,4,15,10,2,4,0,4,1,0,0,60.0,37,0
60,3,9,13,2,9,0,4,1,7688,0,40.0,37,1
28,4,11,9,2,3,0,4,1,0,0,40.0,29,0
26,2,9,13,4,11,1,4,0,0,0,55.0,37,0
18,2,1,7,4,5,3,4,1,0,0,12.0,37,0
43,2,8,11,2,2,0,4,1,0,0,50.0,37,1
65,1,2,8,6,3,1,4,1,2009,0,44.0,37,0
23,2,0,6,4,2,3,4,1,0,0,44.0,37,0
21,2,15,10,4,7,3,4,0,0,0,35.0,37,0
20,4,11,9,4,4,3,4,1,0,0,40.0,37,0
19,2,15,10,4,11,3,1,0,0,0,18.0,28,0
77,2,11,9,6,0,1,4,0,0,0,32.0,37,0
32,2,8,11,2,12,0,4,1,0,0,40.0,37,0
37,1,15,10,2,13,0,4,1,0,0,30.0,37,0
29,4,11,9,2,13,0,4,1,0,0,45.0,37,0
59,2,10,16,2,9,0,4,1,0,2415,45.0,37,1
22,2,15,10,4,2,3,4,1,0,0,40.0,37,0
31,2,11,9,2,2,0,4,1,0,0,48.0,37,1
59,4,11,9,2,11,0,4,1,0,0,60.0,37,0
29,0,15,10,4,7,1,4,0,0,0,40.0,37,1
56,2,11,9,2,2,0,4,1,0,0,50.0,37,1
19,2,15,10,4,0,3,4,0,0,0,20.0,37,0
37,2,11,9,2,4,0,4,1,0,0,40.0,37,0
58,5,12,14,2,3,0,4,1,0,0,40.0,37,1
41,2,12,14,2,3,0,4,1,0,0,40.0,37,1
29,2,11,9,4,11,4,4,1,0,0,38.0,37,0
38,4,11,9,2,3,0,4,1,0,0,50.0,37,0
36,2,12,14,2,9,0,4,1,0,1977,50.0,37,1
19,2,15,10,4,2,3,4,1,594,0,40.0,37,0
46,2,11,9,2,3,5,4,0,0,0,28.0,37,1
42,2,12,14,2,9,5,4,0,0,0,45.0,37,1
29,2,15,10,4,11,1,4,0,0,0,40.0,37,0
42,2,9,13,2,9,0,4,1,7688,0,40.0,37,1
29,2,7,12,2,0,0,4,1,0,0,40.0,37,0
47,2,12,14,0,9,4,4,0,0,0,40.0,37,0
37,2,1,7,2,2,0,4,1,0,0,40.0,37,1
39,2,11,9,2,4,0,4,1,0,0,45.0,37,0
46,2,9,13,0,11,4,2,0,0,0,35.0,37,1
28,2,7,12,2,13,0,4,1,0,0,40.0,37,0
36,2,15,10,2,4,0,4,1,0,0,56.0,37,1
39,2,11,9,0,0,3,4,0,0,0,40.0,37,0
44,2,15,10,2,9,0,4,1,0,0,40.0,37,0
60,5,11,9,2,7,0,4,1,0,0,40.0,37,0
35,2,9,13,4,3,1,4,0,0,0,50.0,37,1
59,2,9,13,2,2,0,2,1,0,0,48.0,37,1
21,2,15,10,4,11,3,4,0,0,0,60.0,37,0
22,2,7,12,4,9,3,4,0,0,0,16.0,37,0
31,2,15,10,2,3,0,4,1,15024,0,50.0,37,1
40,2,9,13,2,3,0,4,1,0,1977,50.0,37,1
33,2,11,9,2,11,0,4,1,0,0,45.0,37,1
41,1,12,14,2,9,0,4,1,0,0,60.0,37,0
31,4,7,12,2,7,5,4,0,0,0,35.0,37,1
62,2,8,11,0,7,1,4,1,0,0,40.0,37,0
43,2,11,9,2,9,5,4,1,0,0,35.0,37,0
